id,title,filtered_words_str,label
F246,Government Cover-Up Confirmed by Sources,government cover-up confirmed sources since imagine rather itself. life sound late. — shocking claims government cover-up surface internet.,FAKE
F183,Aliens Confirmed by Sources,aliens confirmed sources whether quite everybody its. task event south third. — shocking claims aliens surface internet.,FAKE
R063,New Report on Policy,new report policy worker whole perform partner. significant call tax evidence. thus claim imagine gas hospital. experts discuss ongoing developments policy.,REAL
R005,New Report on Election,new report election church general oil view. art suggest simply knowledge among. exist meet bad. experts discuss ongoing developments election.,REAL
R084,New Report on Election,new report election half agent let school strategy ok opportunity. feeling hand option woman bar. experts discuss ongoing developments election.,REAL
R124,New Report on Education,new report education dream article government table economy. develop garden second training sit person. experts discuss ongoing developments education.,REAL
R118,New Report on Research,new report research school young operation eye reduce hour. sort bit service. successful onto show spend current radio sport. experts discuss ongoing developments research.,REAL
F001,Aliens Confirmed by Sources,aliens confirmed sources born trade relate above. last rate product heart practice. computer bed fill strategy buy national wait. — shocking claims aliens surface internet.,FAKE
F007,Immortal Jellyfish Confirmed by Sources,immortal jellyfish confirmed sources environment section six somebody. evidence town fund edge attack. treat memory whose artist could. — shocking claims immortal jellyfish surface internet.,FAKE
F046,Mind Control Confirmed by Sources,mind control confirmed sources lay life see experience international anything. form major table grow since allow example. — shocking claims mind control surface internet.,FAKE
R103,New Report on Research,new report research per movie front. leader resource determine scientist agency use. experts discuss ongoing developments research.,REAL
R037,New Report on Budget Report,new report budget report man fight mr wife half others. bill place but. yes heart upon challenge he. experts discuss ongoing developments budget report.,REAL
F193,Secret Cure Confirmed by Sources,secret cure confirmed sources sing program early. side seven performance charge near herself. time two share notice as. — shocking claims secret cure surface internet.,FAKE
R166,New Report on Election,new report election ok fear sense partner amount. change sing sure simple commercial spring. experts discuss ongoing developments election.,REAL
F017,Immortal Jellyfish Confirmed by Sources,immortal jellyfish confirmed sources gas usually environment try look happen. person agency loss order. ability young truth represent protect west. rise arm series good home ten. — shocking claims immortal jellyfish surface internet.,FAKE
R008,New Report on Economic Growth,new report economic growth issue stay anything along too. heart five able ten shake job hold. choice structure think federal. experts discuss ongoing developments economic growth.,REAL
F071,Celebrity Scandal Confirmed by Sources,celebrity scandal confirmed sources road effort value artist event. away office physical. race hair eat. — shocking claims celebrity scandal surface internet.,FAKE
F028,Mind Control Confirmed by Sources,mind control confirmed sources hour level month. hospital fear well always. — shocking claims mind control surface internet.,FAKE
F227,Immortal Jellyfish Confirmed by Sources,immortal jellyfish confirmed sources keep evidence front send receive authority. heavy benefit perform radio minute major. — shocking claims immortal jellyfish surface internet.,FAKE
R200,New Report on Public Health,new report public health within race imagine administration information. congress occur central matter the. experts discuss ongoing developments public health.,REAL
R225,New Report on Climate Change,new report climate change education world work increase special. society goal environmental attack early human mrs outside. north everything nothing major worry need partner. experts discuss ongoing developments climate change.,REAL
R062,New Report on Budget Report,new report budget report card cultural look half. employee leader year seek fear similar. experts discuss ongoing developments budget report.,REAL
F033,Hoax Confirmed by Sources,hoax confirmed sources become box yard act anything drug. yes best right future. — shocking claims hoax surface internet.,FAKE
F012,Hoax Confirmed by Sources,hoax confirmed sources enter eight cup grow add. attack never apply pattern popular party fill. wear walk analysis democrat hope. material involve professional interest involve. — shocking claims hoax surface internet.,FAKE
R121,New Report on Research,new report research argue guess early establish anything. hard nature voice seek message sit. glass issue prevent instead hospital. experts discuss ongoing developments research.,REAL
F210,Aliens Confirmed by Sources,aliens confirmed sources first cultural economy might. explain trip expert nation couple item congress. — shocking claims aliens surface internet.,FAKE
F151,Hoax Confirmed by Sources,hoax confirmed sources large mouth blood fear. board future table collection best. — shocking claims hoax surface internet.,FAKE
F099,Secret Cure Confirmed by Sources,secret cure confirmed sources order must near fine human half top. share american style relationship save. — shocking claims secret cure surface internet.,FAKE
R090,New Report on Technology Breakthrough,new report technology breakthrough relationship baby soon foot. experts discuss ongoing developments technology breakthrough.,REAL
R125,New Report on Budget Report,new report budget report born beautiful explain beyond. treatment among family go pretty. experts discuss ongoing developments budget report.,REAL
R091,New Report on Climate Change,new report climate change far product already. suddenly center body million type measure election. experts discuss ongoing developments climate change.,REAL
R157,New Report on Climate Change,new report climate change every cultural fill type then. carry father speak director. experts discuss ongoing developments climate change.,REAL
F098,Miracle Drug Confirmed by Sources,miracle drug confirmed sources night white computer within different bank million. expect near mrs manager sport dream. later someone let today talk. — shocking claims miracle drug surface internet.,FAKE
F164,Immortal Jellyfish Confirmed by Sources,immortal jellyfish confirmed sources something none whatever project film method. see fish force painting activity. guy section interest continue. — shocking claims immortal jellyfish surface internet.,FAKE
R050,New Report on Economic Growth,new report economic growth among even seat far. forget remain road right half always sort. maybe onto interview. experts discuss ongoing developments economic growth.,REAL
R249,New Report on Climate Change,new report climate change scene finally artist brother middle school professional. experts discuss ongoing developments climate change.,REAL
R093,New Report on Election,new report election interest positive blue couple action rich ever. ready prepare enough as. experts discuss ongoing developments election.,REAL
R131,New Report on Education,new report education near huge foreign generation. region market police majority long tend. experts discuss ongoing developments education.,REAL
F107,Flat Earth Confirmed by Sources,flat earth confirmed sources level firm write leader newspaper. tell learn whose source simply. — shocking claims flat earth surface internet.,FAKE
F153,Hoax Confirmed by Sources,hoax confirmed sources notice window money room happy page wall. require material enter past laugh. possible sing news paper. single time never industry others home. — shocking claims hoax surface internet.,FAKE
F091,Flat Earth Confirmed by Sources,flat earth confirmed sources interview song whatever oil recognize. throw really forget lot face. lawyer sign rate stand suffer account. — shocking claims flat earth surface internet.,FAKE
R246,New Report on Economic Growth,new report economic growth small common response. read clear usually let look. provide suggest doctor travel leg. experts discuss ongoing developments economic growth.,REAL
F004,Secret Cure Confirmed by Sources,secret cure confirmed sources certain possible choose building. young real happy. — shocking claims secret cure surface internet.,FAKE
F220,Celebrity Scandal Confirmed by Sources,celebrity scandal confirmed sources discussion budget manage meeting author. yes road simply plant assume ok. history upon table former system. — shocking claims celebrity scandal surface internet.,FAKE
F121,Hoax Confirmed by Sources,hoax confirmed sources consumer remain decide short. like hope build determine couple role. — shocking claims hoax surface internet.,FAKE
F245,Mind Control Confirmed by Sources,mind control confirmed sources city full. common simple memory something dream course. air late car friend road big bar. — shocking claims mind control surface internet.,FAKE
R035,New Report on Climate Change,new report climate change manager design fish seven night main. increase central decade. science run citizen treatment election. experts discuss ongoing developments climate change.,REAL
R024,New Report on Education,new report education sell rock history. everyone positive show water history matter. remain cell pick determine. experts discuss ongoing developments education.,REAL
F079,Miracle Drug Confirmed by Sources,miracle drug confirmed sources court argue challenge moment newspaper southern much. recent far woman develop young. — shocking claims miracle drug surface internet.,FAKE
R094,New Report on Policy,new report policy chance especially economic either month last key. skill fear ready country. experts discuss ongoing developments policy.,REAL
R040,New Report on Policy,new report policy seven score money end happy. win yet west form. evening work popular into. experts discuss ongoing developments policy.,REAL
F170,Immortal Jellyfish Confirmed by Sources,immortal jellyfish confirmed sources trial data song lot major carry. begin hit enough knowledge. — shocking claims immortal jellyfish surface internet.,FAKE
F130,Immortal Jellyfish Confirmed by Sources,immortal jellyfish confirmed sources challenge simple beautiful economic rich. impact think interview change drive certainly. — shocking claims immortal jellyfish surface internet.,FAKE
R085,New Report on Economic Growth,new report economic growth girl somebody little perform. different pass magazine example. experts discuss ongoing developments economic growth.,REAL
R054,New Report on Budget Report,new report budget report upon tv fine interesting star give boy. coach yard identify people deal page rather. experts discuss ongoing developments budget report.,REAL
R047,New Report on Technology Breakthrough,new report technology breakthrough arrive weight modern eye past. ask network enough body success create today. experts discuss ongoing developments technology breakthrough.,REAL
R199,New Report on Economic Growth,new report economic growth surface clearly population property wind back. arrive somebody consider tv show safe heart. little seven certain build. experts discuss ongoing developments economic growth.,REAL
F062,Miracle Drug Confirmed by Sources,miracle drug confirmed sources important relationship usually everything book collection. loss million night little school others avoid. group ready interesting office else. — shocking claims miracle drug surface internet.,FAKE
R244,New Report on Technology Breakthrough,new report technology breakthrough entire blood beyond next law. soldier soldier deep ago instead money south. look travel record without important. experts discuss ongoing developments technology breakthrough.,REAL
R107,New Report on Election,new report election minute business charge card administration. notice near save top one. experts discuss ongoing developments election.,REAL
F148,Aliens Confirmed by Sources,aliens confirmed sources per enough wish raise. treatment decade system political exactly man. — shocking claims aliens surface internet.,FAKE
F023,Mind Control Confirmed by Sources,mind control confirmed sources study red yard address. phone evidence attention house out. movement officer partner future. enjoy beautiful less put cause voice. — shocking claims mind control surface internet.,FAKE
R075,New Report on Budget Report,new report budget report move onto soon. nearly democratic movie position amount. important evening return billion wrong everything final business. experts discuss ongoing developments budget report.,REAL
R220,New Report on Public Health,new report public health give thought free campaign. kid question today recently position ten suffer model. experts discuss ongoing developments public health.,REAL
R099,New Report on Economic Growth,new report economic growth stop capital grow material international. police name people mission. away late model two recently possible white. guy item reach particular. experts discuss ongoing developments economic growth.,REAL
F066,Flat Earth Confirmed by Sources,flat earth confirmed sources stuff especially tv share shake. young reason cost art generation field. — shocking claims flat earth surface internet.,FAKE
F060,Flat Earth Confirmed by Sources,flat earth confirmed sources exist civil education popular might risk. candidate full boy. purpose imagine face fire camera. soldier feel dark. — shocking claims flat earth surface internet.,FAKE
F022,Government Cover-Up Confirmed by Sources,government cover-up confirmed sources job game. board seat. — shocking claims government cover-up surface internet.,FAKE
F127,Mind Control Confirmed by Sources,mind control confirmed sources carry major strategy individual fact everyone law. eight question popular. — shocking claims mind control surface internet.,FAKE
R212,New Report on Education,new report education break discussion different. source whole daughter enjoy outside money. experts discuss ongoing developments education.,REAL
F119,Mind Control Confirmed by Sources,mind control confirmed sources score artist outside whose two pull heavy. call kid pay million authority. identify employee beat hundred. — shocking claims mind control surface internet.,FAKE
F103,Hoax Confirmed by Sources,hoax confirmed sources tree project fall protect history manage despite indicate. open individual little wide. serious debate prevent add push likely happy. become current turn. — shocking claims hoax surface internet.,FAKE
F191,Mind Control Confirmed by Sources,mind control confirmed sources fill benefit music. long long evidence public street fall. — shocking claims mind control surface internet.,FAKE
F002,Mind Control Confirmed by Sources,mind control confirmed sources agree morning toward drive. american suffer opportunity son. else manager ball minute rate. — shocking claims mind control surface internet.,FAKE
R155,New Report on Election,new report election recent something authority body street. serious cultural guess involve official animal parent. key ago movie mention. experts discuss ongoing developments election.,REAL
R006,New Report on Technology Breakthrough,new report technology breakthrough opportunity pick organization use plan recent add. drop choose sometimes option miss rather responsibility rate. hope impact rock support behavior worry. experts discuss ongoing developments technology breakthrough.,REAL
F086,Government Cover-Up Confirmed by Sources,government cover-up confirmed sources agent section line politics among region. stock language account worker job. ever point word action yet. — shocking claims government cover-up surface internet.,FAKE
R168,New Report on Election,new report election interview owner. financial campaign ask last. history degree source grow role. experts discuss ongoing developments election.,REAL
R077,New Report on Public Health,new report public health police minute nice former pm president. experts discuss ongoing developments public health.,REAL
F209,Hoax Confirmed by Sources,hoax confirmed sources challenge expert live future rule. policy among she. — shocking claims hoax surface internet.,FAKE
R236,New Report on Public Health,new report public health glass expect bank. argue talk get beyond rock. seat great sure sit. experts discuss ongoing developments public health.,REAL
F186,Aliens Confirmed by Sources,aliens confirmed sources skin affect stage carry beyond. third say early ever sister spring. well lay recent present road relationship travel. — shocking claims aliens surface internet.,FAKE
R243,New Report on Public Health,new report public health put southern voice happy hear. think fact smile foreign window. experts discuss ongoing developments public health.,REAL
F094,Immortal Jellyfish Confirmed by Sources,immortal jellyfish confirmed sources rock church daughter moment challenge southern need. organization take whether. threat protect scientist safe. — shocking claims immortal jellyfish surface internet.,FAKE
R032,New Report on Economic Growth,new report economic growth others scene avoid analysis better. language happy recent require trade within trouble. thus claim. experts discuss ongoing developments economic growth.,REAL
R033,New Report on Education,new report education stay democrat become whole. degree player morning. experts discuss ongoing developments education.,REAL
R045,New Report on Technology Breakthrough,new report technology breakthrough voice religious individual consider where. particularly perhaps save heavy stage two. huge best shake day. experts discuss ongoing developments technology breakthrough.,REAL
R116,New Report on Education,new report education middle defense staff walk law two. experts discuss ongoing developments education.,REAL
F056,Celebrity Scandal Confirmed by Sources,celebrity scandal confirmed sources film including general according security. eye exist ability likely development least miss. — shocking claims celebrity scandal surface internet.,FAKE
R043,New Report on Policy,new report policy onto peace consider see. security south ten win eye fast. expect instead although focus bit year certain. experts discuss ongoing developments policy.,REAL
R145,New Report on Economic Growth,new report economic growth finally manage tough. low establish congress color. wind doctor establish rich republican finally. experts discuss ongoing developments economic growth.,REAL
F200,Secret Cure Confirmed by Sources,secret cure confirmed sources account else hear career produce write. serve central company seem. — shocking claims secret cure surface internet.,FAKE
F034,Celebrity Scandal Confirmed by Sources,celebrity scandal confirmed sources discover class beat use. — shocking claims celebrity scandal surface internet.,FAKE
F149,Secret Cure Confirmed by Sources,secret cure confirmed sources car government history along vote the. trouble expect son. — shocking claims secret cure surface internet.,FAKE
F051,Secret Cure Confirmed by Sources,secret cure confirmed sources difficult people answer social. meet owner book authority. — shocking claims secret cure surface internet.,FAKE
F089,Flat Earth Confirmed by Sources,flat earth confirmed sources suggest worry get military through. role lot summer value property hit tell. wind suddenly affect ok action radio i. scene president score call. — shocking claims flat earth surface internet.,FAKE
F135,Flat Earth Confirmed by Sources,flat earth confirmed sources paper inside already drive drop. mean century whatever type. street radio pattern. — shocking claims flat earth surface internet.,FAKE
F088,Government Cover-Up Confirmed by Sources,government cover-up confirmed sources professional behavior poor. door conference center among. since final worry amount quickly floor. — shocking claims government cover-up surface internet.,FAKE
R010,New Report on Election,new report election probably low race leader trouble. eat rock population beyond. experts discuss ongoing developments election.,REAL
R211,New Report on Policy,new report policy mr maintain reach skill president oil any. heart movement clearly piece everyone keep. across mother team your. experts discuss ongoing developments policy.,REAL
F204,Miracle Drug Confirmed by Sources,miracle drug confirmed sources tree significant open may standard foreign. able attorney especially field seem street. court success since every employee. — shocking claims miracle drug surface internet.,FAKE
F168,Miracle Drug Confirmed by Sources,miracle drug confirmed sources north student us scene society turn. gun dark road still crime crime. — shocking claims miracle drug surface internet.,FAKE
R011,New Report on Public Health,new report public health weight tv spring partner participant. medical film put book tonight audience. entire respond population shake firm yes you. experts discuss ongoing developments public health.,REAL
R232,New Report on Climate Change,new report climate change night today blood. hit free measure follow. may collection last early. experts discuss ongoing developments climate change.,REAL
R042,New Report on Public Health,new report public health add boy beat nothing partner yeah. door continue commercial yes suddenly relationship perform already. site loss find article best. experts discuss ongoing developments public health.,REAL
F182,Hoax Confirmed by Sources,hoax confirmed sources style child wind particularly. similar exactly create lay particular describe. detail region real traditional matter. — shocking claims hoax surface internet.,FAKE
F036,Miracle Drug Confirmed by Sources,miracle drug confirmed sources culture image reason discuss risk. heart student husband simply water week. building easy stop must. — shocking claims miracle drug surface internet.,FAKE
F068,Secret Cure Confirmed by Sources,secret cure confirmed sources book serious end his. — shocking claims secret cure surface internet.,FAKE
R015,New Report on Election,new report election street play drug candidate. human nature always decision charge could. oil someone beat. experts discuss ongoing developments election.,REAL
R147,New Report on Climate Change,new report climate change forward thank prevent interest. stage fear already nearly. story reflect late want hair mother wind. experts discuss ongoing developments climate change.,REAL
F198,Government Cover-Up Confirmed by Sources,government cover-up confirmed sources maybe level store image opportunity. — shocking claims government cover-up surface internet.,FAKE
R081,New Report on Climate Change,new report climate change value least everybody understand gas. new still leave hold quality. ok color finish yard describe college. experts discuss ongoing developments climate change.,REAL
F050,Aliens Confirmed by Sources,aliens confirmed sources laugh little production statement indicate land. try bit girl result bag poor. — shocking claims aliens surface internet.,FAKE
F162,Celebrity Scandal Confirmed by Sources,celebrity scandal confirmed sources republican lawyer pull able mention. media film evidence author effect. — shocking claims celebrity scandal surface internet.,FAKE
R028,New Report on Technology Breakthrough,new report technology breakthrough involve realize. notice mind number issue able value. experts discuss ongoing developments technology breakthrough.,REAL
R195,New Report on Budget Report,new report budget report project section girl life. professional people prepare become appear many. unit tree. experts discuss ongoing developments budget report.,REAL
F116,Aliens Confirmed by Sources,aliens confirmed sources person life standard school song apply still. — shocking claims aliens surface internet.,FAKE
R018,New Report on Research,new report research big method evening many past surface one since. study attention travel tax leave. cup go sense thousand. experts discuss ongoing developments research.,REAL
F073,Immortal Jellyfish Confirmed by Sources,immortal jellyfish confirmed sources less tree best history book. rock meet treatment particular. strong education win agreement reduce out. — shocking claims immortal jellyfish surface internet.,FAKE
F059,Miracle Drug Confirmed by Sources,miracle drug confirmed sources president college life hold. daughter might. challenge remember town bed stock building large. — shocking claims miracle drug surface internet.,FAKE
R078,New Report on Budget Report,new report budget report suffer film group writer food white last answer. large election every anyone party her. final per policy offer decision. experts discuss ongoing developments budget report.,REAL
F216,Secret Cure Confirmed by Sources,secret cure confirmed sources outside important pick approach state challenge fly. front particularly group send effect. — shocking claims secret cure surface internet.,FAKE
F206,Celebrity Scandal Confirmed by Sources,celebrity scandal confirmed sources notice western task nature. sense beautiful nothing energy especially power eight. — shocking claims celebrity scandal surface internet.,FAKE
R036,New Report on Research,new report research article senior tough cause apply rather author. design different actually like. experts discuss ongoing developments research.,REAL
F104,Aliens Confirmed by Sources,aliens confirmed sources man family actually candidate threat true. pull show people seat various line. main lead population full. source suggest heavy case piece stuff. — shocking claims aliens surface internet.,FAKE
F000,Hoax Confirmed by Sources,hoax confirmed sources rise feel news phone. sound recently official institution myself. — shocking claims hoax surface internet.,FAKE
R136,New Report on Education,new report education suggest whether send idea various page city ground. opportunity thousand win simple might crime rather experience. environmental rest population performance. experts discuss ongoing developments education.,REAL
F019,Immortal Jellyfish Confirmed by Sources,immortal jellyfish confirmed sources official country evidence put. finally character increase matter goal. — shocking claims immortal jellyfish surface internet.,FAKE
R012,New Report on Technology Breakthrough,new report technology breakthrough turn question support order street quite himself. civil require social force instead. experts discuss ongoing developments technology breakthrough.,REAL
R052,New Report on Education,new report education similar blood figure home minute still approach. approach three account actually success everybody. dinner history always college. experts discuss ongoing developments education.,REAL
R123,New Report on Climate Change,new report climate change plan administration radio best our. pull star heavy drug population. experts discuss ongoing developments climate change.,REAL
F040,Government Cover-Up Confirmed by Sources,government cover-up confirmed sources wall billion source black. serve forward return factor thank. wife information offer. — shocking claims government cover-up surface internet.,FAKE
R160,New Report on Climate Change,new report climate change performance figure picture war lot source operation. experts discuss ongoing developments climate change.,REAL
F067,Immortal Jellyfish Confirmed by Sources,immortal jellyfish confirmed sources air attention bank employee television. level board full rich. — shocking claims immortal jellyfish surface internet.,FAKE
R069,New Report on Research,new report research agree guy whether measure deep. answer affect sea. experts discuss ongoing developments research.,REAL
F160,Mind Control Confirmed by Sources,mind control confirmed sources song stuff beyond. need husband campaign late drug might. ever wide beyond away. — shocking claims mind control surface internet.,FAKE
F053,Hoax Confirmed by Sources,hoax confirmed sources quite public piece child tv pretty. couple explain cut despite. protect factor computer bit eight. — shocking claims hoax surface internet.,FAKE
R074,New Report on Education,new report education consider soldier center perform. yeah pay notice federal. try build fight customer set. experts discuss ongoing developments education.,REAL
R007,New Report on Election,new report election value technology respond. figure church forget experience. experts discuss ongoing developments election.,REAL
R119,New Report on Climate Change,new report climate change give garden staff person make. operation ahead grow. defense part opportunity president. experts discuss ongoing developments climate change.,REAL
R087,New Report on Budget Report,new report budget report simple close new. experts discuss ongoing developments budget report.,REAL
F145,Miracle Drug Confirmed by Sources,miracle drug confirmed sources read position west bed. onto remain fall. — shocking claims miracle drug surface internet.,FAKE
R065,New Report on Budget Report,new report budget report study remain film speech owner must seat. next beautiful number fill property amount really. experts discuss ongoing developments budget report.,REAL
R208,New Report on Budget Report,new report budget report spend choice along cup card. director hotel always prove memory. experts discuss ongoing developments budget report.,REAL
R048,New Report on Budget Report,new report budget report less music century unit across. blood end whatever left. experts discuss ongoing developments budget report.,REAL
F076,Aliens Confirmed by Sources,aliens confirmed sources relationship use leave federal indicate morning area. soldier become physical worker level region. arm past rich quite. — shocking claims aliens surface internet.,FAKE
R019,New Report on Policy,new report policy quality garden include agent know. view blood crime paper. specific positive sure accept experience. experts discuss ongoing developments policy.,REAL
F115,Immortal Jellyfish Confirmed by Sources,immortal jellyfish confirmed sources decide hotel service trouble when. network player us skill race study class try. — shocking claims immortal jellyfish surface internet.,FAKE
R031,New Report on Education,new report education well simple garden middle reality table follow performance. material amount including usually finally star. experts discuss ongoing developments education.,REAL
R190,New Report on Research,new report research art boy bit between. investment contain successful wide bag son. think speak fight. experts discuss ongoing developments research.,REAL
F057,Mind Control Confirmed by Sources,mind control confirmed sources participant public arrive world husband risk. behavior finish million hard yes could. decide military together story cell center amount cost. — shocking claims mind control surface internet.,FAKE
F158,Immortal Jellyfish Confirmed by Sources,immortal jellyfish confirmed sources feel young full. quality response general authority. — shocking claims immortal jellyfish surface internet.,FAKE
F234,Flat Earth Confirmed by Sources,flat earth confirmed sources hard recognize future short. firm visit wall analysis discover note executive project. — shocking claims flat earth surface internet.,FAKE
F155,Flat Earth Confirmed by Sources,flat earth confirmed sources establish hold walk treat others between. — shocking claims flat earth surface internet.,FAKE
F106,Flat Earth Confirmed by Sources,flat earth confirmed sources role two edge many generation movie main town. power either write matter exactly start. goal rate push catch new. — shocking claims flat earth surface internet.,FAKE
R051,New Report on Policy,new report policy campaign body book perhaps allow wind. job physical money finish especially middle including. early west paper. experts discuss ongoing developments policy.,REAL
R203,New Report on Education,new report education senior future central. rule rule student a. theory far avoid. experts discuss ongoing developments education.,REAL
F063,Secret Cure Confirmed by Sources,secret cure confirmed sources fine rise whatever state. republican baby point especially popular weight human. — shocking claims secret cure surface internet.,FAKE
R080,New Report on Policy,new report policy loss production building pattern plan fine move. newspaper either include week have. close hear hotel night. experts discuss ongoing developments policy.,REAL
R226,New Report on Public Health,new report public health commercial group family a. resource thing condition. information difference certain line or. experts discuss ongoing developments public health.,REAL
F144,Hoax Confirmed by Sources,hoax confirmed sources able kitchen side usually. teach red form popular main. — shocking claims hoax surface internet.,FAKE
F241,Flat Earth Confirmed by Sources,flat earth confirmed sources modern style claim. big customer week policy really effect participant. — shocking claims flat earth surface internet.,FAKE
R150,New Report on Election,new report election according boy north american night science study. picture actually read exist. trip expert experience. experts discuss ongoing developments election.,REAL
R153,New Report on Research,new report research free face hotel. apply economic fire family receive. experts discuss ongoing developments research.,REAL
F175,Hoax Confirmed by Sources,hoax confirmed sources along different last within even program election. remember final determine same. operation situation old owner week smile. — shocking claims hoax surface internet.,FAKE
F161,Immortal Jellyfish Confirmed by Sources,immortal jellyfish confirmed sources help walk language. nature rate republican senior research forward. fund game. nation may charge test skill others during. — shocking claims immortal jellyfish surface internet.,FAKE
F147,Secret Cure Confirmed by Sources,secret cure confirmed sources place skill design note real show produce voice. participant station not. — shocking claims secret cure surface internet.,FAKE
F018,Secret Cure Confirmed by Sources,secret cure confirmed sources bag prove expect evening. dinner economy card kid gas chance. — shocking claims secret cure surface internet.,FAKE
F211,Celebrity Scandal Confirmed by Sources,celebrity scandal confirmed sources beyond likely laugh full indeed. hard reality team close painting interview. — shocking claims celebrity scandal surface internet.,FAKE
R117,New Report on Research,new report research employee involve effect trip of. experts discuss ongoing developments research.,REAL
F016,Aliens Confirmed by Sources,aliens confirmed sources provide hospital gas become laugh science suggest ball. vote spend cut activity. — shocking claims aliens surface internet.,FAKE
F029,Flat Earth Confirmed by Sources,flat earth confirmed sources quickly notice cause. maybe method. affect service responsibility spring. — shocking claims flat earth surface internet.,FAKE
F205,Celebrity Scandal Confirmed by Sources,celebrity scandal confirmed sources reason police child task likely area. choose help first. customer leg pick. — shocking claims celebrity scandal surface internet.,FAKE
R112,New Report on Economic Growth,new report economic growth station pay possible indeed including argue. baby point investment industry poor. experts discuss ongoing developments economic growth.,REAL
F218,Government Cover-Up Confirmed by Sources,government cover-up confirmed sources window perform alone finish. decide star without dark. — shocking claims government cover-up surface internet.,FAKE
R187,New Report on Education,new report education officer ok place heavy word. team gas tax. religious stock north police onto green trial congress. chair fast get say. experts discuss ongoing developments education.,REAL
F087,Celebrity Scandal Confirmed by Sources,celebrity scandal confirmed sources trial represent head lawyer nearly. audience stage care financial system police. enter present thousand back western suddenly. — shocking claims celebrity scandal surface internet.,FAKE
